,DATE,gdp_percent_change,inflation_percent_change,unemployment_percent_change,Slope,LongTermRate,ZeroCouponYield1Y,ZeroCouponYield2Y,ZeroCouponYield3Y,ZeroCouponYield4Y,ZeroCouponYield5Y,ZeroCouponYield6Y,ZeroCouponYield7Y,ZeroCouponYield10Y,InstantaneousForwardRate1Y,InstantaneousForwardRate2Y,InstantaneousForwardRate3Y,InstantaneousForwardRate4Y,InstantaneousForwardRate5Y,InstantaneousForwardRate6Y,InstantaneousForwardRate7Y,InstantaneousForwardRate10Y,Recession
0,1961-06-30,1.0860241427256303,-0.9856114008197678,-0.8160867184602995,0.46376865076524026,0.16011028040380063,0.18431281078915854,0.21117912381830214,0.226079068181754,0.23411393014700155,0.23781952000958084,0.23904131361247233,0.23902636169789185,0.25193168334387334,0.22110134340541288,0.2553226056761298,0.2618741982542277,0.25745072573216243,0.24981676877139325,0.2412686666042126,0.2325597031695402,0.26179588168677675,0
1,1961-07-31,1.0747436196557372,-0.14000263222983245,0.5186651487371584,0.4461372081361064,0.164033568652851,0.17589878786396104,0.20511077818263304,0.22283159657544885,0.2330200173937944,0.23822448274791364,0.2405150522376983,0.24129197417493584,0.2503863288701871,0.2149336140295597,0.25535043303261584,0.2668018993243691,0.26408173126997936,0.2569632217528082,0.24858044850927907,0.2399296382484857,0.26766441838142285,0
2,1961-08-31,1.1360829779023258,-0.774774454700969,-1.722586688085822,0.4525690661567265,0.1699347711474593,0.18602234380982327,0.21356680488394136,0.23150279789551892,0.24208153844936714,0.24762043523639377,0.250175487940261,0.25116079785122963,0.25735479308101583,0.22041726797489938,0.2634493972251545,0.2767095749017227,0.27471994685600964,0.2678855106010991,0.25962203850311666,0.25102730416467045,0.2773077238763091,0
3,1961-09-30,1.1241629217706748,-0.5642191904857476,0.5392757148156323,0.45309022457451975,0.16521131028761402,0.18865583513985903,0.215156155020296,0.2310217385656069,0.2399575039747982,0.24431733740094191,0.24601969069015373,0.24636594940070436,0.25617437939711174,0.2241417288947352,0.26071031069246736,0.27009315899622766,0.26660453399405726,0.25925468315787104,0.25081463209253446,0.24215284160566827,0.26986459159631215,0
4,1961-10-31,1.1123967424961498,-0.9856114008197678,-0.8687028031128012,0.45521615357990247,0.15262016276832796,0.1835675692413274,0.2090699160490473,0.22472634355063967,0.23345493789730454,0.23722721222005028,0.23803078276476058,0.23732346637011467,0.2510436031300855,0.21829363558190623,0.25351608327087494,0.26354183942906284,0.25843598081552493,0.2480793374321314,0.2364922003536638,0.22514869465308554,0.25968131650584436,0
5,1961-11-30,0.969583063727875,-0.9856114008197678,-1.8601112562569944,0.5003145525368097,0.09126280467336285,0.18498606040918056,0.20747428208498928,0.223865348866627,0.23414332298274704,0.23911275138274463,0.24034311965017874,0.23921400662359657,0.2512116697369383,0.21288835586578622,0.25106259871266245,0.26729462841328633,0.2655413006141125,0.25449983576007007,0.23877003829631532,0.2208484593838956,0.26167034008223605,0
6,1961-12-31,0.9597223483911058,-0.6699889158890893,-0.4476663073775187,0.5610081096548667,0.004261964470549505,0.19427206751616685,0.21521115032051505,0.23150199091248638,0.24192523482570832,0.2466952383915868,0.24711733348974502,0.2444909691493087,0.25703946902602487,0.21914722754363547,0.2576175911015277,0.2754374565385748,0.2734720417572973,0.2594407181868674,0.2380581403761396,0.21235665014784846,0.26316026633930173,0
7,1962-01-31,0.9499775128196752,-0.6703044320454569,-0.9776619445553324,0.49017911804058295,0.11392562731199883,0.19801802813952582,0.22036759203260511,0.23544344081524057,0.2440252676544648,0.2473703401196653,0.24725962580776306,0.24515104756562958,0.2593806990659282,0.22665176062074927,0.2620347844363257,0.27369464474191596,0.26800520466954925,0.2545878065638315,0.2381060405082131,0.22077083023866376,0.26351800754780735,0
8,1962-02-28,0.1474877341277609,-0.2506298801478532,-1.5530520913427472,0.4600114700194919,0.16151087005271006,0.19580784935007878,0.21868146161982743,0.2316551148491726,0.2388734206023978,0.24215760965280553,0.24311920191695796,0.24292153075706166,0.25585583526607736,0.22860712087739268,0.2566730266660576,0.2636187525201191,0.25979215415032025,0.2523982876759334,0.24391813922830097,0.23522049313566282,0.2641380609205916,0
9,1962-03-31,0.14494318610060392,-0.3570918309597053,0.6340843185263177,0.4547593631192217,0.1662587521941056,0.18286469790206492,0.20136245147133588,0.21571720897116423,0.22561836611945685,0.2315710003252765,0.23485963918000874,0.23661265718390087,0.24448166346289543,0.2056737676830737,0.23876556935289425,0.25543206084078524,0.2585611475155009,0.2554550248557091,0.2494924581261711,0.24224059336067658,0.26438293384618794,0
10,1962-04-30,0.1424138919092757,-0.5674316592684922,0.0652326962622059,0.4559800109999616,0.1643758360345781,0.179506755195047,0.19628759101689755,0.20984091973905034,0.219448631189693,0.22537093595331992,0.22875968575076666,0.2306652000228349,0.23997005729520018,0.1999536088626994,0.23125013930291188,0.24796336602652316,0.2518391912101205,0.24958271828707662,0.24433452603744704,0.23761878575725517,0.2591495429609691,0
