DATE,gdp_percent_change,inflation_percent_change,unemployment_percent_change,Slope,LongTermRate,ZeroCouponYield1Y,ZeroCouponYield2Y,ZeroCouponYield3Y,ZeroCouponYield4Y,ZeroCouponYield5Y,ZeroCouponYield6Y,ZeroCouponYield7Y,ZeroCouponYield10Y,InstantaneousForwardRate1Y,InstantaneousForwardRate2Y,InstantaneousForwardRate3Y,InstantaneousForwardRate4Y,InstantaneousForwardRate5Y,InstantaneousForwardRate6Y,InstantaneousForwardRate7Y,InstantaneousForwardRate10Y
1961-06-30,0.6360504335948924,0.0,-2.8169014084506894,-1.2682208423076924,4.002756882769231,,,,,,,,,,,,,,,,
1961-07-31,0.6320304014858058,0.2680965147453085,1.4492753623188248,-1.9674202589,4.10083908335,-0.044619726978167296,-0.02771976729117931,-0.013684454796263013,-0.004385994212967703,0.0015684676937726127,0.005562816069094811,0.008383697661028311,0.0,-0.027437321357433264,0.00010430189092391906,0.01735608115397058,0.02266243478194019,0.02404171943736033,0.024389407231601545,0.024472719795372022,0.023493808456447773
1961-08-31,0.6538898701333062,0.066844919786102,-5.714285714285716,-1.7123559703478262,4.248369135695652,0.0561927173065877,0.039727767409668324,0.037046358555282266,0.036491815507495584,0.03633462402528531,0.036262834256439946,0.036215088922624705,0.04139456387369589,0.025082385828827825,0.030353223475174884,0.03430094686870322,0.03555196900883617,0.03588153322449239,0.03595377982383585,0.03597077756016542,0.04653994584415844
1961-09-30,0.6496419273780418,0.1336005344021451,1.5151515151515138,-1.69168870705,4.13028262175,0.013839986674005544,0.007181708056493763,-0.001981831479911711,-0.008252585936803114,-0.012325407522144727,-0.01505391494251851,-0.01698044784603958,-0.02812060764158608,0.016618944946825254,-0.00996311071076239,-0.02214676035963703,-0.02618988500274977,-0.027371568013041858,-0.02768347443011132,-0.027765962672910982,-0.0455208583463077
1961-10-31,0.6454488212156662,0.0,-2.985074626865669,-1.6073820305238091,3.8155039537619047,-0.02637570992704319,-0.02730545023935793,-0.025986789364126794,-0.02547488223284311,-0.026786740564969325,-0.02938123635224188,-0.032576153287554255,-0.012274377306896511,-0.025668242074744052,-0.026431511110288408,-0.022425519706332997,-0.027070347592333288,-0.036438563928214984,-0.046300070612541044,-0.05472108533893849,-0.10141351918219499
1961-11-30,0.5945543988205237,0.0,-6.153846153846154,0.181057799,2.2815700991180767,0.007552132301535508,-0.007359649397046031,-0.0036489275886562034,0.0027673610391225623,0.007319703809347766,0.008761633332492469,0.007040139064475204,0.0003132011056303785,-0.024349673711015152,-0.009258798929652423,0.01314068555562553,0.02420197908475341,0.021726492146596943,0.007721042915637799,-0.014639697326727541,0.001698665059270521
1961-12-31,0.5910403424655986,0.100066711140756,-1.639344262295073,2.58794534915,0.1065492319245919,0.04906868812399412,0.035949854192345754,0.032482902807872804,0.031197550111056627,0.02922148598855312,0.025445108921080095,0.019513381613325942,0.012040562662265275,0.028898601552655556,0.0249679732214807,0.028142934900802663,0.026375179048689024,0.016364047795908165,-0.0023945865464796157,-0.029338982610277897,-7.605577753400095e-05
1962-01-31,0.5875675810224967,0.099966677774077,-3.3333333333333326,-0.2208769742272727,2.848140628550359,0.01886838459214002,0.02312827861889355,0.0162377384047363,0.008164289612067277,0.002527848126050003,0.000521212074664934,0.002394148817827846,0.0,0.03367688230122656,0.016415239092721245,-0.005858563164732322,-0.017713795647032793,-0.0158139115340572,0.00016150688332694507,0.02994946262500764,-0.0011466536893537382
1962-02-28,0.301584796975729,0.233022636484681,-5.172413793103448,-1.417217078,4.037771622444445,-0.01092649414857283,-0.007391869201734069,-0.015357536344825728,-0.019866618996694507,-0.019469311726897254,-0.01515833499071284,-0.008067292972439688,-0.021747902020301413,0.00848887577736357,-0.019603644862551506,-0.034070300236241136,-0.027092055242769808,-0.007249505822765623,0.01959371822715683,0.04993660717392734,0.08799489071820643
1962-03-31,0.300677997846388,0.1992693457323113,1.818181818181808,-1.6254966930909092,4.1564686675,-0.06469413160336857,-0.07649064957455176,-0.06561859193438146,-0.0521503633592878,-0.0403256179216015,-0.030704168133043774,-0.02301371276719255,0.02725725202203022,-0.09872334139774086,-0.06678237680892918,-0.028658625576158836,-0.00417374666765169,0.010194776065443723,0.01843098492654982,0.023106892845756954,0.018167011825386492
1962-04-30,0.2997766354608577,0.1325820351342432,0.0,-1.5770902014,4.1093957670500005,-0.01794504199998459,-0.024269905654539126,-0.02589253827250293,-0.025609605022688386,-0.024609140033505783,-0.023394321597448475,-0.022206377500495256,-0.06991010937430808,-0.027321356061422164,-0.030033009397824384,-0.026916572323088195,-0.022886417802684855,-0.01938756177097989,-0.01674560130510183,-0.01486925084386237,-0.02233911814037226
1962-05-31,0.4098555550779537,0.0993048659384321,-1.7857142857142794,-1.6179982988636363,4.064451257545454,-0.004626254054479584,0.005575511569042346,0.008395229587320197,0.008251475022429178,0.0069879691848449,0.005388381799992237,0.0037967790232378285,0.009652703123467665,0.010505692316845172,0.015133208424311428,0.01075654158982231,0.005088377757903162,0.00023276160506413568,-0.0034063382869478076,-0.005977321225091314,0.0005841303884299709
1962-06-30,0.4081825960332574,-0.0992063492063377,0.0,-1.6661571497619048,4.306732486904762,0.006178089106440021,-0.007707064385810369,-0.006802702699571395,-0.0019693888605165633,0.0036513887490519092,0.00906962228727215,0.013970571021145961,0.0232072313026368,-0.020759457080427146,-0.01368592529478374,0.00296961737607071,0.017501925477385605,0.028814697881538676,0.03732927362712046,0.04362418997905393,0.06703413373480083
1962-07-31,0.4065232389231399,0.0331016219794699,-1.818181818181808,-1.2002662247142857,4.168271175095238,0.0721612622808312,0.07394964087570055,0.06859470317447403,0.05900485509757947,0.048867463514495,0.03962134592765221,0.03163447748652737,0.03591112958600062,0.07244683969603338,0.07143227267110719,0.04691193405660954,0.023356081170865073,0.005921705747456318,-0.0061581012179507955,-0.014374249285235008,-0.03623967397934713
