DATE,gdp_percent_change,inflation_percent_change,unemployment_percent_change,Slope,LongTermRate,ZeroCouponYield1Y,ZeroCouponYield2Y,ZeroCouponYield3Y,ZeroCouponYield4Y,ZeroCouponYield5Y,ZeroCouponYield6Y,ZeroCouponYield7Y,ZeroCouponYield10Y,InstantaneousForwardRate1Y,InstantaneousForwardRate2Y,InstantaneousForwardRate3Y,InstantaneousForwardRate4Y,InstantaneousForwardRate5Y,InstantaneousForwardRate6Y,InstantaneousForwardRate7Y,InstantaneousForwardRate10Y,Regime
1961-07-31,0.6320304014858058,0.2680965147453085,1.4492753623188248,-1.9674202589,4.10083908335,-0.0446197269781672,-0.0277197672911793,-0.013684454796263,-0.0043859942129677,0.0015684676937726,0.0055628160690948,0.0083836976610283,0.0,-0.0274373213574332,0.0001043018909239,0.0173560811539705,0.0226624347819401,0.0240417194373603,0.0243894072316015,0.024472719795372,0.0234938084564477,4
1961-08-31,0.6538898701333062,0.066844919786102,-5.714285714285716,-1.7123559703478262,4.248369135695652,0.0561927173065877,0.0397277674096683,0.0370463585552822,0.0364918155074955,0.0363346240252853,0.0362628342564399,0.0362150889226247,0.0413945638736958,0.0250823858288278,0.0303532234751748,0.0343009468687032,0.0355519690088361,0.0358815332244923,0.0359537798238358,0.0359707775601654,0.0465399458441584,4
1961-09-30,0.6496419273780418,0.1336005344021451,1.5151515151515138,-1.69168870705,4.13028262175,0.0138399866740055,0.0071817080564937,-0.0019818314799117,-0.0082525859368031,-0.0123254075221447,-0.0150539149425185,-0.0169804478460395,-0.028120607641586,0.0166189449468252,-0.0099631107107623,-0.022146760359637,-0.0261898850027497,-0.0273715680130418,-0.0276834744301113,-0.0277659626729109,-0.0455208583463077,4
1961-10-31,0.6454488212156662,0.0,-2.985074626865669,-1.6073820305238091,3.8155039537619047,-0.0263757099270431,-0.0273054502393579,-0.0259867893641267,-0.0254748822328431,-0.0267867405649693,-0.0293812363522418,-0.0325761532875542,-0.0122743773068965,-0.025668242074744,-0.0264315111102884,-0.0224255197063329,-0.0270703475923332,-0.0364385639282149,-0.046300070612541,-0.0547210853389384,-0.1014135191821949,4
1961-11-30,0.5945543988205237,0.0,-6.153846153846154,0.181057799,2.2815700991180767,0.0075521323015355,-0.007359649397046,-0.0036489275886562,0.0027673610391225,0.0073197038093477,0.0087616333324924,0.0070401390644752,0.0003132011056303,-0.0243496737110151,-0.0092587989296524,0.0131406855556255,0.0242019790847534,0.0217264921465969,0.0077210429156377,-0.0146396973267275,0.0016986650592705,2
1961-12-31,0.5910403424655986,0.100066711140756,-1.639344262295073,2.58794534915,0.1065492319245919,0.0490686881239941,0.0359498541923457,0.0324829028078728,0.0311975501110566,0.0292214859885531,0.02544510892108,0.0195133816133259,0.0120405626622652,0.0288986015526555,0.0249679732214807,0.0281429349008026,0.026375179048689,0.0163640477959081,-0.0023945865464796,-0.0293389826102778,-7.605577753400095e-05,2
1962-01-31,0.5875675810224967,0.099966677774077,-3.3333333333333326,-0.2208769742272727,2.848140628550359,0.01886838459214,0.0231282786188935,0.0162377384047363,0.0081642896120672,0.00252784812605,0.0005212120746649,0.0023941488178278,0.0,0.0336768823012265,0.0164152390927212,-0.0058585631647323,-0.0177137956470327,-0.0158139115340572,0.0001615068833269,0.0299494626250076,-0.0011466536893537,4
1962-02-28,0.301584796975729,0.233022636484681,-5.172413793103448,-1.417217078,4.037771622444445,-0.0109264941485728,-0.007391869201734,-0.0153575363448257,-0.0198666189966945,-0.0194693117268972,-0.0151583349907128,-0.0080672929724396,-0.0217479020203014,0.0084888757773635,-0.0196036448625515,-0.0340703002362411,-0.0270920552427698,-0.0072495058227656,0.0195937182271568,0.0499366071739273,0.0879948907182064,4
1962-03-31,0.300677997846388,0.1992693457323113,1.818181818181808,-1.6254966930909092,4.1564686675,-0.0646941316033685,-0.0764906495745517,-0.0656185919343814,-0.0521503633592878,-0.0403256179216015,-0.0307041681330437,-0.0230137127671925,0.0272572520220302,-0.0987233413977408,-0.0667823768089291,-0.0286586255761588,-0.0041737466676516,0.0101947760654437,0.0184309849265498,0.0231068928457569,0.0181670118253864,4
1962-04-30,0.2997766354608577,0.1325820351342432,0.0,-1.5770902014,4.1093957670500005,-0.0179450419999845,-0.0242699056545391,-0.0258925382725029,-0.0256096050226883,-0.0246091400335057,-0.0233943215974484,-0.0222063775004952,-0.069910109374308,-0.0273213560614221,-0.0300330093978243,-0.0269165723230881,-0.0228864178026848,-0.0193875617709798,-0.0167456013051018,-0.0148692508438623,-0.0223391181403722,4
1962-05-31,0.4098555550779537,0.0993048659384321,-1.7857142857142794,-1.6179982988636363,4.064451257545454,-0.0046262540544795,0.0055755115690423,0.0083952295873201,0.0082514750224291,0.0069879691848449,0.0053883817999922,0.0037967790232378,0.0096527031234676,0.0105056923168451,0.0151332084243114,0.0107565415898223,0.0050883777579031,0.0002327616050641,-0.0034063382869478,-0.0059773212250913,0.0005841303884299,4
1962-06-30,0.4081825960332574,-0.0992063492063377,0.0,-1.6661571497619048,4.306732486904762,0.00617808910644,-0.0077070643858103,-0.0068027026995713,-0.0019693888605165,0.0036513887490519,0.0090696222872721,0.0139705710211459,0.0232072313026368,-0.0207594570804271,-0.0136859252947837,0.0029696173760707,0.0175019254773856,0.0288146978815386,0.0373292736271204,0.0436241899790539,0.0670341337348008,4
1962-07-31,0.4065232389231399,0.0331016219794699,-1.818181818181808,-1.2002662247142857,4.168271175095238,0.0721612622808312,0.0739496408757005,0.068594703174474,0.0590048550975794,0.048867463514495,0.0396213459276522,0.0316344774865273,0.0359111295860006,0.0724468396960333,0.0714322726711071,0.0469119340566095,0.023356081170865,0.0059217057474563,-0.0061581012179507,-0.014374249285235,-0.0362396739793471,4
1962-08-31,0.1098006239488968,0.1985440105890301,5.555555555555558,-1.5384815609130436,4.3781823380869564,-0.0323291770586835,-0.0477013571034443,-0.0465991312398988,-0.0380936678510485,-0.0280487477724337,-0.0186902352922287,-0.0106264264747536,0.0040273173813261,-0.0532183098733183,-0.0580368999583659,-0.030079616591866,-0.0025919606424831,0.0171103296701538,0.0298281335387424,0.0377013750794157,0.0534017967863158,2
1962-09-30,0.1096801944110659,0.4623513870541718,-1.7543859649122862,-1.451794679368421,4.338947006052631,-0.0333818172646555,-0.0232466309014158,-0.0095286031249381,-0.0011927546639677,0.0026860323640005,0.0039711229454566,0.0039460031146831,5.217358939679784e-05,-0.0358669214868416,0.0039426173650021,0.019615851365917,0.0188332160048652,0.0127674869432941,0.0064609074451476,0.001464712903606,-0.0047305191585048,4
1962-10-31,0.1095600287585263,-0.1314924391847549,-3.5714285714285587,-1.7031285589999998,4.3995723007272725,-0.0248959164406421,-0.0258489319251556,-0.0282238299485197,-0.0270554444480827,-0.0238036260087304,-0.0199173666313556,-0.0161618598321299,0.0008441490039849,-0.0178013703343565,-0.0325238965906471,-0.0294538468048483,-0.0185021280049393,-0.0076095846838932,0.0006518998987536,0.0061382765406901,0.0259517765382393,4
1962-11-30,0.3640301419484792,0.0,5.555555555555558,-1.6495589728947369,4.369785060473684,0.0308667847368875,0.0264196642489118,0.016934225298506,0.0086430396574279,0.0025911395621269,-0.0015205781601287,-0.0042037937978095,0.0,0.0338351419005165,0.0110804614294068,-0.0066672900437525,-0.0155532095378815,-0.0186346273990278,-0.0186275048677423,-0.0172313491168746,-0.0230969693659933,2
1962-12-31,0.3627097690612979,0.0,-3.508771929824561,-1.38349314,4.24358762635,0.009169674311209,-0.0019261621111084,-0.0058421253055529,-0.0084073476588816,-0.0107021020162195,-0.0128244850644176,-0.0147150597842342,-0.0611866464917624,-0.0092658429693219,-0.0121000493386692,-0.0133102497058618,-0.0166360634771488,-0.0203401890713704,-0.0234196609376302,-0.0256457925636006,-0.0112412048033462,4
1963-01-31,0.3613989398013606,0.197498354180392,3.6363636363636376,-1.2347500932727271,4.078323880681818,-0.0033792466425297,0.0148624750833357,0.0166110603685909,0.0117456315173019,0.0057330562254251,0.0003145600279588,-0.004206137053197,-0.0095604192348576,0.0221074853702498,0.0298750722600158,0.0088768406100951,-0.0089274570048576,-0.0198470014557617,-0.026107287632766,-0.0297767667058419,-0.0640575676091237,4
1963-02-28,0.374138110822142,0.1314060446780507,3.5087719298245723,-1.6887355635,4.222600041722222,-0.0367248272494458,-0.0144329566524248,0.0003176034844269,0.0106466269090499,0.0175365863886844,0.0220321567857626,0.0249860471292733,0.0753258154789846,-0.0078300802110025,0.0161100022401012,0.0330495908906662,0.0406201721318311,0.042396676014079,0.0417216850668289,0.0403612901420304,0.0670183074476946,4
1963-03-31,0.3727435352013142,0.0984251968503935,-3.3898305084745783,-1.787233834904762,4.298102984142857,0.0232877483005322,0.0152717654846921,0.007703643858661,0.0042446871770009,0.003405096517578,0.0038473735085218,0.0048070795588877,0.0003921611165667,0.0218618907301828,-0.0010163961139652,-0.0059743400228159,-0.0022320609958255,0.0032986124369029,0.0080764243613069,0.0115527569610927,0.0098490348067055,4
